1430, -0.00, 0.03, -0.96, -1.40, -1.10, -0.18, 42.91, -13.95, -104.13, 1.0000, 0.0076, 0.0002, 0.0000, 359.94, 359.13, 360.00, 108.01
1481, 0.01, 0.01, -0.95, -1.46, -1.16, 0.00, 42.91, -12.45, -103.83, 1.0000, 0.0078, -0.0003, -0.0000, 0.07, 359.11, 0.00, 106.18
1530, 0.03, 0.02, -0.97, -1.46, -1.16, 0.12, 43.96, -12.15, -103.83, 1.0000, 0.0078, -0.0009, 0.0001, 0.21, 359.10, 359.99, 105.45
1580, 0.00, 0.02, -0.97, -1.52, -0.91, 0.00, 43.51, -12.30, -104.73, 1.0000, 0.0080, -0.0015, 0.0001, 0.34, 359.09, 359.99, 105.79
1631, -0.01, 0.03, -0.97, -1.40, -1.10, 0.00, 43.81, -12.30, -103.68, 1.0000, 0.0081, -0.0021, 0.0001, 0.48, 359.07, 359.98, 105.69
1680, -0.01, 0.03, -0.96, -1.46, -1.10, 0.00, 43.96, -12.45, -103.83, 1.0000, 0.0082, -0.0026, 0.0001, 0.59, 359.06, 359.98, 105.82
1731, 0.01, 0.02, -0.96, -1.52, -0.91, 0.06, 42.91, -13.95, -104.13, 1.0000, 0.0084, -0.0032, 0.0002, 0.73, 359.04, 359.98, 108.01
1781, 0.00, 0.02, -0.97, -1.40, -1.04, 0.06, 43.51, -12.60, -105.33, 1.0000, 0.0085, -0.0039, 0.0002, 0.88, 359.02, 359.97, 106.15
1834, 0.00, 0.02, -0.96, -1.40, -1.04, 0.00, 43.06, -13.80, -102.93, 1.0000, 0.0087, -0.0046, 0.0003, 1.04, 359.01, 359.97, 107.77
1880, 0.01, 0.02, -0.97, -1.40, -0.98, 0.00, 43.66, -12.15, -104.13, 0.9999, 0.0088, -0.0053, 0.0003, 1.21, 358.99, 359.97, 105.55
1931, 0.00, 0.02, -0.97, -1.40, -1.22, 0.06, 43.51, -14.10, -103.98, 0.9999, 0.0090, -0.0060, 0.0003, 1.38, 358.97, 359.96, 107.96
1981, 0.01, 0.03, -0.95, -1.46, -1.04, 0.06, 42.76, -13.35, -103.68, 0.9999, 0.0091, -0.0067, 0.0004, 1.54, 358.96, 359.95, 107.34
2030, 0.00, 0.02, -0.95, -1.40, -1.10, 0.00, 41.26, -13.05, -103.98, 0.9999, 0.0092, -0.0075, 0.0004, 1.72, 358.94, 359.95, 107.56
2081, -0.00, 0.02, -0.95, -1.46, -1.10, 0.00, 44.41, -13.20, -103.83, 0.9999, 0.0094, -0.0083, 0.0004, 1.90, 358.92, 359.94, 106.56
2130, 0.01, 0.03, -0.97, -1.46, -1.10, 0.06, 43.06, -12.60, -104.73, 0.9999, 0.0096, -0.0091, 0.0004, 2.09, 358.90, 359.94, 106.31
2181, 0.01, 0.02, -0.97, -1.28, -1.22, 0.06, 44.26, -11.85, -104.73, 0.9999, 0.0097, -0.0100, 0.0004, 2.28, 358.89, 359.94, 104.99
2230, 0.00, 0.02, -0.96, -1.40, -1.16, 0.00, 43.06, -15.15, -103.68, 0.9999, 0.0099, -0.0109, 0.0005, 2.49, 358.87, 359.93, 109.39
2281, 0.01, 0.02, -0.96, -1.52, -1.10, 0.06, 42.91, -13.20, -102.78, 0.9999, 0.0100, -0.0118, 0.0005, 2.69, 358.85, 359.93, 107.10
2330, 0.01, 0.02, -0.96, -1.34, -1.16, 0.00, 42.16, -10.95, -104.88, 0.9999, 0.0102, -0.0127, 0.0005, 2.91, 358.83, 359.93, 104.56
2381, 0.01, 0.03, -0.97, -1.46, -1.10, 0.00, 43.51, -13.05, -103.23, 0.9999, 0.0104, -0.0138, 0.0005, 3.16, 358.81, 359.92, 106.70
